['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 proj3d.py:118(persp_transformation)
      152    0.000    0.000    0.001    0.000 proj3d.py:137(proj_transform_vec)
      152    0.000    0.000    0.001    0.000 proj3d.py:164(vec_pad_ones)
      152    0.000    0.000    0.002    0.000 proj3d.py:167(proj_transform)
       12    0.000    0.000    0.000    0.000 proj3d.py:184(proj_points)
       46    0.000    0.000    0.001    0.000 proj3d.py:187(proj_trans_points)
        1    0.000    0.000    0.000    0.000 proj3d.py:5(<module>)
        6    0.000    0.000    0.000    0.000 proj3d.py:71(mod)
        2    0.000    0.000    0.000    0.000 proj3d.py:75(world_transformation)
        2    0.000    0.000    0.000    0.000 proj3d.py:86(view_transformation)
        1    0.000    0.000    0.005    0.005 py3k.py:4(<module>)
       23    0.000    0.000    0.004    0.000 pyparsing.py:1016(_trim_arity)
       22    0.000    0.000    0.004    0.000 pyparsing.py:1024(extract_stack)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
      234    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
      429    0.000    0.000    0.003    0.000 pyparsing.py:1144(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
       21    0.000    0.000    0.004    0.000 pyparsing.py:1227(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
      125    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
   264/11    0.001    0.000    0.003    0.000 pyparsing.py:1347(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1456(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1465(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1473(clear)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1520(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1586(parseString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1799(__add__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2004(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2039(setWhitespaceChars)
      124    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
      102    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2182(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(Token)
       84    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2350(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2361(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2376(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2409(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2417(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2482(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2523(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2584(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
       11    0.000    0.000    0.002    0.000 pyparsing.py:2631(__init__)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2634(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2685(parseImpl)
       28    0.000    0.000    0.000    0.000 pyparsing.py:2720(__str__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
       28    0.000    0.000    0.006    0.000 pyparsing.py:2757(__init__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:2791(parseImpl)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:291(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3024(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3042(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3082(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3108(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3138(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3142(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3173(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3191(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3211(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3238(__init__)
      168    0.000    0.000    0.000    0.000 pyparsing.py:3248(<genexpr>)
    58/10    0.000    0.000    0.003    0.000 pyparsing.py:3266(leaveWhitespace)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3270(<listcomp>)
     34/5    0.000    0.000    0.000    0.000 pyparsing.py:3297(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
   121/59    0.000    0.000    0.003    0.000 pyparsing.py:3341(copy)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3343(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3362(_ErrorStop)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3368(__init__)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:3375(parseImpl)
      263    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3422(Or)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3518(__init__)
       46    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:3525(parseImpl)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3554(__str__)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3693(ParseElementEnhance)
       66    0.000    0.000    0.000    0.000 pyparsing.py:3697(__init__)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:3715(parseImpl)
    33/10    0.000    0.000    0.004    0.000 pyparsing.py:3721(leaveWhitespace)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:3740(streamline)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3828(_MultipleMatch)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:3837(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(OneOrMore)
       49    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3892(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3901(ZeroOrMore)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3913(__init__)
       18    0.000    0.000    0.001    0.000 pyparsing.py:3917(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3923(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3932(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:3981(parseImpl)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4004(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4200(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4204(TokenConverter)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4212(Combine)
       10    0.000    0.000    0.004    0.000 pyparsing.py:4229(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4256(Group)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4277(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4342(Suppress)
       58    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
       11    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4428(delimitedList)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4735(<lambda>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4741(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4759(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4803(tokenMap)
       42    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4853(_makeTags)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.009    0.009 pyparsing.py:5377(pyparsing_common)
        1    0.000    0.000    0.019    0.019 pyparsing.py:61(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:645(<listcomp>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:732(copy)
        1    0.000    0.000    0.000    0.000 pyplot.py:122(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 pyplot.py:133(_NotIPython)
        1    0.000    0.000    0.001    0.001 pyplot.py:1820(get_plot_commands)
        1    0.000    0.000    0.000    0.000 pyplot.py:1897(colormaps)
        1    0.000    0.000    0.188    0.188 pyplot.py:19(<module>)
        1    0.000    0.000    0.003    0.003 pyplot.py:2137(_setup_pyplot_info_docstrings)
      266    0.000    0.000    0.000    0.000 pyplot.py:2148(pad)
        1    0.000    0.000    1.545    1.545 pyplot.py:237(show)
       54    0.000    0.000    0.000    0.000 pyplot.py:2444(_autogen_docstring)
       54    0.000    0.000    0.001    0.000 pyplot.py:2450(<lambda>)
        1    0.000    0.000    0.085    0.085 pyplot.py:422(figure)
